epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,8711.84,1.55549,0.71174,1.0529,0.92239,0.89411,0.94475,0.50011,1.51021,0.63599,1.04486,0.008944,0.008944,0.008944
18,9222.21,1.5457,0.70415,1.05116,0.92321,0.89056,0.94425,0.49867,1.5124,0.6349,1.04589,0.008878,0.008878,0.008878
19,9730.9,1.54413,0.70295,1.04707,0.92316,0.89229,0.94445,0.4991,1.50955,0.63011,1.04335,0.008812,0.008812,0.008812
20,10240,1.53684,0.69817,1.04519,0.92653,0.89667,0.94825,0.50639,1.49195,0.62416,1.04012,0.008746,0.008746,0.008746
21,10749,1.52876,0.69143,1.04589,0.92585,0.90163,0.94909,0.50899,1.48411,0.61905,1.03758,0.00868,0.00868,0.00868
22,11258.4,1.52308,0.68882,1.04101,0.92481,0.90151,0.94915,0.50825,1.48262,0.61539,1.03435,0.008614,0.008614,0.008614
23,11766.7,1.51309,0.68149,1.04115,0.9286,0.90368,0.95206,0.51446,1.47134,0.6068,1.03267,0.008548,0.008548,0.008548
24,12276.1,1.51612,0.68218,1.03824,0.9277,0.90291,0.95131,0.51392,1.47006,0.60664,1.0311,0.008482,0.008482,0.008482
25,12785,1.50884,0.67814,1.03522,0.92658,0.90561,0.95232,0.51592,1.46576,0.60046,1.02858,0.008416,0.008416,0.008416
26,13294.1,1.50614,0.67477,1.03298,0.92845,0.90468,0.9521,0.5156,1.46815,0.6005,1.02934,0.00835,0.00835,0.00835
27,13802.8,1.49501,0.66999,1.0313,0.92819,0.90547,0.95262,0.51667,1.46189,0.59841,1.02616,0.008284,0.008284,0.008284
28,14311.3,1.49456,0.66847,1.03103,0.92703,0.90922,0.95373,0.5173,1.45939,0.59646,1.02585,0.008218,0.008218,0.008218
29,14820.4,1.49007,0.66452,1.02604,0.92962,0.90768,0.9538,0.51993,1.45235,0.59236,1.02157,0.008152,0.008152,0.008152
30,15329.6,1.48295,0.66113,1.02659,0.92917,0.90828,0.95442,0.52293,1.44532,0.58899,1.0205,0.008086,0.008086,0.008086
31,15838.3,1.4753,0.65632,1.02361,0.92861,0.91135,0.95557,0.52547,1.43714,0.5849,1.01818,0.00802,0.00802,0.00802
32,16347,1.47044,0.65412,1.02111,0.9301,0.91289,0.95602,0.52934,1.4293,0.58071,1.01589,0.007954,0.007954,0.007954
33,16855.1,1.46474,0.65356,1.02224,0.93309,0.91095,0.95715,0.52959,1.42724,0.57844,1.01506,0.007888,0.007888,0.007888
34,17364,1.45932,0.64857,1.01818,0.93414,0.91332,0.95728,0.53243,1.42148,0.57514,1.01151,0.007822,0.007822,0.007822
35,17871.8,1.45716,0.64794,1.01772,0.93363,0.9151,0.95883,0.53347,1.41613,0.57303,1.00967,0.007756,0.007756,0.007756
36,18383.2,1.45105,0.64304,1.01393,0.93391,0.91527,0.95884,0.5348,1.412,0.57036,1.00758,0.00769,0.00769,0.00769
37,18891.7,1.44934,0.64248,1.014,0.93424,0.91582,0.95891,0.53639,1.40595,0.56899,1.00584,0.007624,0.007624,0.007624
38,19399.9,1.44393,0.64036,1.01358,0.93339,0.91616,0.95865,0.53807,1.40228,0.56668,1.00493,0.007558,0.007558,0.007558
39,19907.8,1.43157,0.63606,1.00987,0.93208,0.91885,0.95969,0.53963,1.39862,0.56403,1.00341,0.007492,0.007492,0.007492
40,20416.1,1.42817,0.63055,1.00917,0.93396,0.91783,0.96024,0.54164,1.39482,0.56169,1.003,0.007426,0.007426,0.007426
41,20925.4,1.43143,0.63169,1.00737,0.93425,0.91907,0.96107,0.54249,1.3922,0.55992,1.00242,0.00736,0.00736,0.00736
42,21434.4,1.4234,0.6293,1.00555,0.93452,0.91894,0.96085,0.54321,1.39022,0.55896,1.00143,0.007294,0.007294,0.007294
43,21942.7,1.4167,0.62695,1.00505,0.93578,0.9183,0.96121,0.54447,1.3861,0.55711,1.00006,0.007228,0.007228,0.007228
44,22452.1,1.41644,0.62531,1.0026,0.93612,0.91861,0.96153,0.54529,1.38327,0.55578,0.99924,0.007162,0.007162,0.007162
45,22961.3,1.41101,0.62148,1.00182,0.93472,0.92049,0.96175,0.54677,1.37972,0.55426,0.99826,0.007096,0.007096,0.007096
46,23470.3,1.40797,0.62015,1.00038,0.93409,0.92158,0.96153,0.54792,1.37629,0.55255,0.99728,0.00703,0.00703,0.00703
47,23979.3,1.40466,0.61765,0.99845,0.9347,0.92119,0.96159,0.54863,1.3739,0.55105,0.9966,0.006964,0.006964,0.006964
48,24509.6,1.39482,0.61327,0.9984,0.93437,0.92157,0.96166,0.54925,1.37166,0.55026,0.99575,0.006898,0.006898,0.006898
49,25043.2,1.39143,0.61281,0.99486,0.9342,0.92237,0.96177,0.5503,1.36905,0.54904,0.99479,0.006832,0.006832,0.006832
50,25576.2,1.38843,0.61264,0.99644,0.93457,0.92248,0.9619,0.55074,1.36679,0.54783,0.99406,0.006766,0.006766,0.006766
51,26109.4,1.38003,0.60709,0.99276,0.93523,0.92251,0.96215,0.55157,1.36482,0.54634,0.99348,0.0067,0.0067,0.0067
52,26642.6,1.37339,0.60541,0.99073,0.93522,0.92295,0.96241,0.55251,1.36173,0.54504,0.99244,0.006634,0.006634,0.006634
53,27176.2,1.37598,0.6066,0.99109,0.93562,0.92298,0.96275,0.5534,1.35924,0.54405,0.99173,0.006568,0.006568,0.006568
54,27709.2,1.36833,0.60182,0.98728,0.93541,0.92375,0.96312,0.55423,1.3571,0.54313,0.99106,0.006502,0.006502,0.006502
55,28241.8,1.35761,0.59893,0.98718,0.93623,0.9241,0.96329,0.55527,1.3543,0.54189,0.99025,0.006436,0.006436,0.006436
56,28775.1,1.35447,0.59657,0.98357,0.93719,0.9238,0.96368,0.55621,1.3518,0.54089,0.98947,0.00637,0.00637,0.00637
57,29308.2,1.35428,0.59732,0.984,0.93674,0.92425,0.96384,0.55694,1.3493,0.54012,0.98888,0.006304,0.006304,0.006304
58,29840.3,1.34874,0.59347,0.98206,0.93664,0.92432,0.96388,0.558,1.34652,0.53894,0.98803,0.006238,0.006238,0.006238
59,30373.6,1.34188,0.59153,0.98009,0.93648,0.92469,0.96399,0.55869,1.34413,0.53772,0.98721,0.006172,0.006172,0.006172
60,30906.7,1.34322,0.59078,0.9816,0.93617,0.92559,0.96423,0.55955,1.34203,0.53687,0.98659,0.006106,0.006106,0.006106
61,31439.6,1.33682,0.5875,0.97837,0.93744,0.92485,0.96444,0.56051,1.33957,0.53604,0.98575,0.00604,0.00604,0.00604
62,31973,1.33094,0.58614,0.97474,0.93767,0.92518,0.96469,0.56131,1.3374,0.53519,0.98501,0.005974,0.005974,0.005974
63,32507,1.32746,0.58356,0.97355,0.93785,0.92542,0.96475,0.56202,1.33527,0.53441,0.98432,0.005908,0.005908,0.005908
64,33039.8,1.3222,0.58174,0.97395,0.93746,0.92611,0.96493,0.56281,1.33363,0.53385,0.98392,0.005842,0.005842,0.005842
65,33572.8,1.32085,0.57863,0.973,0.9377,0.92597,0.96489,0.5634,1.33156,0.53295,0.98332,0.005776,0.005776,0.005776
66,34106.1,1.30962,0.57505,0.97119,0.93755,0.92636,0.96512,0.5641,1.32949,0.53218,0.98256,0.00571,0.00571,0.00571
67,34638.7,1.31013,0.57559,0.96845,0.93799,0.92615,0.96528,0.56495,1.32726,0.5313,0.98184,0.005644,0.005644,0.005644
68,35171,1.30517,0.5737,0.96904,0.93809,0.92683,0.96551,0.56577,1.325,0.53055,0.9811,0.005578,0.005578,0.005578
69,35704.9,1.30274,0.5725,0.96674,0.93855,0.92723,0.9657,0.56662,1.32273,0.52984,0.98051,0.005512,0.005512,0.005512
70,36238.3,1.29468,0.56891,0.96478,0.93883,0.92732,0.9658,0.56735,1.32051,0.5292,0.97985,0.005446,0.005446,0.005446
71,36772.4,1.29343,0.56736,0.96398,0.939,0.92708,0.96594,0.56812,1.31858,0.52853,0.9793,0.00538,0.00538,0.00538
72,37305.6,1.28684,0.56552,0.96329,0.9384,0.92818,0.96608,0.56896,1.31666,0.52746,0.97871,0.005314,0.005314,0.005314
73,37838.4,1.28783,0.56708,0.96481,0.9384,0.92811,0.96602,0.56966,1.31452,0.52687,0.97818,0.005248,0.005248,0.005248
74,38372.1,1.28015,0.56324,0.96111,0.93847,0.92839,0.9662,0.57037,1.31244,0.52617,0.97758,0.005182,0.005182,0.005182
75,38905.3,1.27343,0.56063,0.96026,0.93802,0.92923,0.96635,0.57124,1.31006,0.52503,0.97694,0.005116,0.005116,0.005116
76,39439,1.26906,0.55873,0.9575,0.93822,0.92948,0.96654,0.57181,1.30785,0.52415,0.97631,0.00505,0.00505,0.00505
77,39972.5,1.26588,0.55819,0.95668,0.93903,0.92908,0.96659,0.57277,1.30548,0.52334,0.97566,0.004984,0.004984,0.004984
78,40504.2,1.26107,0.55369,0.95488,0.9394,0.92946,0.96662,0.57337,1.30316,0.52241,0.97497,0.004918,0.004918,0.004918
79,41004.8,1.26027,0.55504,0.95301,0.9392,0.9301,0.9669,0.57448,1.30082,0.52167,0.97428,0.004852,0.004852,0.004852
80,41504.7,1.25469,0.55149,0.95443,0.93907,0.93049,0.96696,0.57522,1.29853,0.5211,0.97366,0.004786,0.004786,0.004786
81,42018.8,1.25096,0.55196,0.9523,0.93941,0.93016,0.9672,0.5762,1.29618,0.52013,0.97301,0.00472,0.00472,0.00472
82,42553,1.24966,0.54945,0.95212,0.93966,0.93035,0.96741,0.57704,1.2939,0.51913,0.97236,0.004654,0.004654,0.004654
83,43087.5,1.24354,0.54632,0.94963,0.93956,0.93049,0.96748,0.57763,1.29149,0.51843,0.97164,0.004588,0.004588,0.004588
84,43621.7,1.24328,0.5467,0.94924,0.93916,0.93104,0.96751,0.57852,1.28893,0.51746,0.97091,0.004522,0.004522,0.004522
85,44156,1.23758,0.54458,0.94736,0.93941,0.93138,0.96775,0.57933,1.2867,0.51663,0.97025,0.004456,0.004456,0.004456
86,44690.7,1.22928,0.54101,0.94532,0.93993,0.93156,0.96786,0.58026,1.28439,0.51589,0.96967,0.00439,0.00439,0.00439
87,45225.1,1.22001,0.53793,0.94427,0.94023,0.93134,0.96789,0.58103,1.28196,0.51508,0.96896,0.004324,0.004324,0.004324
88,45759.1,1.22252,0.53785,0.9437,0.94044,0.93164,0.96781,0.58208,1.2795,0.5141,0.96833,0.004258,0.004258,0.004258
89,46293.6,1.22175,0.53824,0.94274,0.94067,0.93195,0.96805,0.58315,1.27694,0.51296,0.96763,0.004192,0.004192,0.004192
90,46828,1.21821,0.53619,0.94254,0.9406,0.93212,0.96808,0.58377,1.27429,0.51202,0.96685,0.004126,0.004126,0.004126
91,47362.6,1.21678,0.53613,0.94182,0.94114,0.93195,0.96816,0.58457,1.2715,0.51124,0.96587,0.00406,0.00406,0.00406
92,47896.9,1.20559,0.53076,0.93931,0.94124,0.93234,0.96828,0.58554,1.26906,0.51037,0.96509,0.003994,0.003994,0.003994
93,48430.6,1.20212,0.53018,0.93894,0.94134,0.93241,0.96837,0.58645,1.26636,0.50933,0.96427,0.003928,0.003928,0.003928
94,48964.6,1.20095,0.52888,0.93719,0.94174,0.93281,0.96864,0.58734,1.26362,0.5087,0.96344,0.003862,0.003862,0.003862
95,49498.4,1.19095,0.52464,0.93507,0.94225,0.93252,0.96879,0.58812,1.26126,0.50782,0.96266,0.003796,0.003796,0.003796
96,50032.2,1.19204,0.52507,0.93529,0.94226,0.93327,0.96878,0.58888,1.25865,0.50722,0.96185,0.00373,0.00373,0.00373
97,50566.1,1.18937,0.52467,0.9344,0.94224,0.93333,0.96885,0.58986,1.25594,0.50607,0.96094,0.003664,0.003664,0.003664
98,51099.9,1.18513,0.52337,0.93328,0.94254,0.93318,0.96893,0.59077,1.25326,0.50521,0.96013,0.003598,0.003598,0.003598
99,51634.3,1.18318,0.52102,0.93353,0.94249,0.93392,0.96905,0.59171,1.25057,0.50449,0.95942,0.003532,0.003532,0.003532
100,52167.6,1.17317,0.51831,0.93106,0.94281,0.93382,0.96903,0.59252,1.24796,0.50366,0.95859,0.003466,0.003466,0.003466
101,52702.2,1.17398,0.51649,0.92981,0.94348,0.93365,0.96914,0.5933,1.24553,0.50291,0.9579,0.0034,0.0034,0.0034
102,53236.8,1.16899,0.51629,0.92876,0.94392,0.9338,0.96911,0.59441,1.24292,0.50186,0.95713,0.003334,0.003334,0.003334
103,53770.6,1.15935,0.51208,0.92904,0.94397,0.93398,0.96923,0.59539,1.24035,0.50092,0.95641,0.003268,0.003268,0.003268
104,54304.8,1.15954,0.51087,0.92664,0.94447,0.93461,0.96961,0.59625,1.23739,0.50004,0.95551,0.003202,0.003202,0.003202
105,54838.7,1.15554,0.51145,0.92588,0.94434,0.93431,0.96968,0.59699,1.23469,0.49922,0.9548,0.003136,0.003136,0.003136
106,55372.3,1.15271,0.50888,0.92574,0.9436,0.93522,0.96974,0.59771,1.23221,0.4982,0.95407,0.00307,0.00307,0.00307
107,55906.3,1.1486,0.50679,0.92376,0.94366,0.93521,0.96981,0.59872,1.22956,0.49734,0.95332,0.003004,0.003004,0.003004
108,56440.9,1.14337,0.50556,0.92317,0.94413,0.93495,0.96991,0.5995,1.22704,0.49652,0.95257,0.002938,0.002938,0.002938
109,56974.6,1.14159,0.50367,0.92264,0.94392,0.93516,0.96995,0.60027,1.22431,0.49561,0.95174,0.002872,0.002872,0.002872
110,57509.9,1.14584,0.50533,0.92017,0.94442,0.93478,0.97007,0.60124,1.22155,0.49474,0.95092,0.002806,0.002806,0.002806
111,58044.5,1.13311,0.50078,0.91968,0.9445,0.93468,0.97019,0.60221,1.21896,0.49373,0.95023,0.00274,0.00274,0.00274
112,58578.4,1.13106,0.50035,0.92005,0.94468,0.93474,0.97028,0.60308,1.21644,0.49285,0.94951,0.002674,0.002674,0.002674
113,59113.1,1.12165,0.49652,0.91753,0.94436,0.93503,0.97025,0.60383,1.21415,0.49219,0.94885,0.002608,0.002608,0.002608
114,59646.9,1.12595,0.49768,0.91845,0.94432,0.93478,0.97009,0.6048,1.21163,0.49143,0.94809,0.002542,0.002542,0.002542
115,60180.9,1.11644,0.49477,0.91555,0.94468,0.93475,0.97021,0.60542,1.20909,0.49051,0.94738,0.002476,0.002476,0.002476
116,60715,1.11222,0.4918,0.91399,0.94501,0.93497,0.97045,0.60627,1.20656,0.48991,0.94664,0.00241,0.00241,0.00241
117,61249.3,1.11107,0.49136,0.9144,0.94495,0.93572,0.97035,0.60706,1.20392,0.48908,0.94588,0.002344,0.002344,0.002344
118,61782.9,1.10525,0.48917,0.91377,0.94484,0.93572,0.97048,0.60817,1.20134,0.48838,0.94509,0.002278,0.002278,0.002278
119,62316.4,1.10079,0.48716,0.91238,0.94493,0.93616,0.9707,0.60891,1.19865,0.4876,0.94431,0.002212,0.002212,0.002212
120,62849.8,1.09604,0.48572,0.91216,0.94547,0.93585,0.97065,0.60976,1.1962,0.48668,0.94358,0.002146,0.002146,0.002146
121,63383.4,1.09517,0.48593,0.91044,0.94551,0.93605,0.97075,0.61047,1.19379,0.48586,0.9428,0.00208,0.00208,0.00208
122,63917.7,1.09442,0.48498,0.90966,0.94559,0.93602,0.97068,0.61116,1.19116,0.485,0.94201,0.002014,0.002014,0.002014
123,64451.7,1.08863,0.48258,0.90882,0.94546,0.93613,0.97078,0.61195,1.18859,0.48438,0.94133,0.001948,0.001948,0.001948
124,64985.6,1.08249,0.48013,0.90812,0.94529,0.93669,0.97084,0.61259,1.18622,0.48366,0.94059,0.001882,0.001882,0.001882
125,65519,1.07799,0.47821,0.90679,0.94599,0.93596,0.97088,0.61356,1.18361,0.48307,0.93978,0.001816,0.001816,0.001816
126,66052.9,1.07464,0.47677,0.90488,0.9464,0.93583,0.97106,0.61449,1.18112,0.48235,0.93904,0.00175,0.00175,0.00175
127,66586.8,1.07398,0.47693,0.90433,0.94657,0.93583,0.97112,0.61538,1.17877,0.4817,0.93837,0.001684,0.001684,0.001684
128,67120.7,1.07205,0.47529,0.90302,0.94633,0.93647,0.97104,0.61621,1.17638,0.48097,0.93771,0.001618,0.001618,0.001618
129,67654.1,1.06377,0.47181,0.90304,0.94635,0.93662,0.97104,0.61698,1.17385,0.48033,0.93702,0.001552,0.001552,0.001552
130,68187.8,1.06076,0.47179,0.90234,0.9461,0.93701,0.97128,0.61772,1.17136,0.47945,0.93633,0.001486,0.001486,0.001486
131,68722,1.06174,0.47175,0.90224,0.94643,0.93682,0.97126,0.61838,1.16883,0.47864,0.93561,0.00142,0.00142,0.00142
132,69255.5,1.05705,0.46932,0.90155,0.94667,0.93701,0.97158,0.61935,1.16643,0.47805,0.93492,0.001354,0.001354,0.001354
133,69789.3,1.05366,0.46785,0.89918,0.94688,0.93734,0.97172,0.62041,1.1641,0.47725,0.93434,0.001288,0.001288,0.001288
134,70323.1,1.04928,0.46629,0.89903,0.94676,0.93768,0.97179,0.62128,1.16164,0.47676,0.93368,0.001222,0.001222,0.001222
135,70856.7,1.04127,0.46304,0.89724,0.94714,0.93776,0.97202,0.62221,1.15917,0.4763,0.93294,0.001156,0.001156,0.001156
136,71389.7,1.04131,0.46284,0.89745,0.94731,0.93784,0.97198,0.62291,1.15674,0.47543,0.93225,0.00109,0.00109,0.00109
137,71923.1,1.03231,0.45944,0.89579,0.94769,0.93771,0.97208,0.62384,1.15416,0.47465,0.93157,0.001024,0.001024,0.001024
138,72456.3,1.0311,0.45875,0.89452,0.94817,0.93779,0.97234,0.62467,1.15166,0.47391,0.93087,0.000958,0.000958,0.000958
139,72989.6,1.03184,0.45773,0.89431,0.94828,0.93755,0.97232,0.62564,1.14899,0.47323,0.93028,0.000892,0.000892,0.000892
140,73522.9,1.02614,0.45596,0.89254,0.94824,0.938,0.9724,0.62638,1.14653,0.47239,0.92968,0.000826,0.000826,0.000826
141,74055.7,0.9807,0.42065,0.88539,0.94812,0.93797,0.97224,0.62731,1.14415,0.47163,0.92902,0.00076,0.00076,0.00076
142,74580.4,0.96661,0.4153,0.88135,0.94814,0.93839,0.97235,0.62843,1.14193,0.47077,0.92844,0.000694,0.000694,0.000694
143,75105.1,0.96077,0.4133,0.88044,0.94827,0.93844,0.97244,0.62908,1.13947,0.47002,0.92785,0.000628,0.000628,0.000628
144,75629.7,0.95188,0.41027,0.87849,0.94876,0.93803,0.97265,0.63006,1.13697,0.46915,0.92727,0.000562,0.000562,0.000562
145,76154.3,0.94727,0.40898,0.87688,0.94908,0.93806,0.97266,0.63103,1.13441,0.46847,0.92664,0.000496,0.000496,0.000496
146,76679.2,0.94009,0.40621,0.87475,0.94911,0.93833,0.97258,0.63198,1.13193,0.4679,0.92607,0.00043,0.00043,0.00043
147,77204.5,0.9376,0.40522,0.87515,0.94962,0.9378,0.97265,0.63265,1.12954,0.46718,0.92556,0.000364,0.000364,0.000364
148,77729,0.93094,0.4025,0.87318,0.94961,0.93825,0.97274,0.63345,1.12697,0.46657,0.92488,0.000298,0.000298,0.000298
149,78253.3,0.92478,0.40081,0.87163,0.94977,0.93821,0.97259,0.63431,1.12438,0.46581,0.92426,0.000232,0.000232,0.000232
150,78778.2,0.92513,0.39988,0.87177,0.95002,0.93794,0.97265,0.63531,1.12187,0.46483,0.92377,0.000166,0.000166,0.000166
